X,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,start_x,school
574,female,group C,some high school,free/reduced,completed,NA,sometimes,yes,0,school_bus,10-May,43,59,57,0,2
575,male,group D,high school,free/reduced,none,married,regularly,no,1,private,< 5,49,41,36,0,2
576,male,group D,high school,standard,none,married,never,yes,1,school_bus,10-May,57,56,49,0,2
577,male,group C,master's degree,standard,none,single,sometimes,yes,3,private,> 10,82,79,81,0,2
578,male,group E,high school,standard,none,divorced,sometimes,yes,3,private,< 5,92,91,83,0,2
579,female,group C,NA,standard,completed,married,regularly,no,3,school_bus,10-May,47,59,61,0,2
580,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,4,school_bus,< 5,73,74,76,0,2
581,male,group C,some high school,standard,none,divorced,sometimes,yes,7,private,10-May,88,73,74,0,2
582,male,group B,some college,standard,completed,married,regularly,NA,0,private,10-May,81,82,87,0,2
583,female,group D,bachelor's degree,standard,completed,married,regularly,yes,5,private,> 10,82,84,97,0,2
584,female,group C,some college,free/reduced,none,married,sometimes,yes,1,private,< 5,51,61,57,0,2
585,male,group C,NA,free/reduced,completed,divorced,regularly,yes,3,school_bus,10-May,44,49,46,0,2
586,female,group E,bachelor's degree,standard,completed,married,sometimes,yes,0,private,10-May,63,69,74,0,2
587,male,group D,master's degree,free/reduced,none,married,regularly,yes,1,school_bus,10-May,70,66,62,0,2
588,male,group D,some college,standard,none,single,regularly,no,3,private,10-May,61,46,50,0,2
589,male,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,10-May,34,37,35,0,2
590,male,group A,high school,free/reduced,none,single,regularly,yes,1,school_bus,NA,44,49,39,0,2
591,male,group C,associate's degree,standard,none,single,sometimes,yes,0,NA,10-May,90,84,85,0,2
592,male,group C,some college,standard,none,married,sometimes,yes,4,private,10-May,39,45,29,0,2
593,male,group B,some college,free/reduced,none,NA,regularly,yes,2,private,< 5,34,46,33,0,2
594,male,group E,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,NA,93,85,78,0,2
595,male,NA,NA,standard,none,divorced,sometimes,yes,1,private,10-May,60,57,51,0,2
596,male,group D,high school,standard,none,single,never,no,1,school_bus,> 10,66,55,57,0,2
597,male,group E,high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,97,98,95,0,2
598,female,NA,high school,standard,none,divorced,regularly,no,5,private,< 5,74,83,83,0,2
599,female,group B,high school,free/reduced,none,married,sometimes,no,1,private,10-May,46,58,53,0,2
600,male,group C,some high school,standard,NA,married,sometimes,yes,2,NA,> 10,64,75,77,0,2
601,female,group E,associate's degree,free/reduced,completed,married,sometimes,no,4,private,10-May,58,66,64,0,2
602,female,group B,associate's degree,standard,none,single,regularly,no,1,private,< 5,41,57,58,0,2
603,male,group C,some college,free/reduced,completed,married,sometimes,yes,0,private,10-May,30,30,36,0,2
604,female,group C,NA,standard,completed,divorced,sometimes,yes,3,private,10-May,82,84,90,0,2
605,male,group B,some high school,standard,none,married,never,no,NA,private,10-May,78,65,62,0,2
606,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,56,54,50,0,2
607,male,group A,associate's degree,standard,none,divorced,NA,yes,0,private,< 5,74,62,66,0,2
608,female,group E,bachelor's degree,free/reduced,completed,widowed,sometimes,no,3,private,> 10,98,100,100,0,2
609,male,group B,associate's degree,standard,none,married,sometimes,yes,4,private,< 5,64,63,54,0,2
610,male,group C,associate's degree,standard,completed,married,regularly,no,1,private,> 10,76,63,69,0,2
612,female,group D,some college,standard,completed,married,sometimes,yes,1,school_bus,< 5,83,87,94,0,2
613,female,group E,some high school,standard,none,married,sometimes,yes,2,school_bus,> 10,53,48,55,0,2
614,female,NA,some college,standard,none,single,sometimes,yes,3,private,10-May,81,79,80,0,2
615,female,group E,some college,free/reduced,none,married,NA,yes,2,school_bus,> 10,74,71,70,0,2
616,male,group C,some high school,standard,completed,married,sometimes,yes,6,private,< 5,67,58,54,0,2
617,female,NA,some college,free/reduced,completed,single,sometimes,no,3,school_bus,< 5,45,58,55,0,2
618,male,group B,associate's degree,standard,none,divorced,sometimes,yes,1,private,10-May,82,74,69,0,2
619,female,group E,associate's degree,standard,none,divorced,regularly,no,2,NA,NA,93,93,88,0,2
620,male,group E,some college,standard,none,single,sometimes,yes,1,private,< 5,93,81,78,0,2
621,female,group B,bachelor's degree,standard,none,married,regularly,no,4,school_bus,10-May,54,57,60,0,2
622,female,group C,some college,standard,none,divorced,sometimes,yes,2,school_bus,10-May,59,59,60,0,2
623,male,group D,some high school,standard,none,single,never,yes,0,NA,10-May,48,43,41,0,2
624,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,NA,52,68,65,0,2
625,female,group E,high school,standard,completed,married,never,yes,0,school_bus,< 5,68,80,82,0,2
626,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,NA,10-May,82,78,84,0,2
627,female,group B,associate's degree,free/reduced,completed,single,regularly,yes,NA,private,10-May,48,64,61,0,2
628,male,group D,some college,free/reduced,completed,single,regularly,yes,4,school_bus,10-May,78,79,88,0,2
629,male,group D,some high school,standard,none,married,sometimes,yes,2,private,< 5,75,79,77,0,2
630,female,group C,some high school,standard,none,married,sometimes,no,NA,school_bus,< 5,52,61,58,0,2
631,male,group E,high school,standard,none,widowed,regularly,yes,5,private,< 5,82,77,70,0,2
632,male,group E,some college,standard,none,married,sometimes,yes,1,NA,10-May,100,88,90,0,2
634,male,group B,high school,standard,none,single,sometimes,yes,3,school_bus,10-May,83,80,78,0,2
636,male,group C,bachelor's degree,standard,NA,married,regularly,NA,4,school_bus,> 10,64,61,59,0,2
637,male,group A,some high school,standard,none,single,sometimes,yes,0,private,< 5,40,31,27,0,2
638,male,NA,bachelor's degree,standard,none,married,regularly,yes,0,school_bus,> 10,70,70,76,0,2
639,female,group A,NA,standard,none,NA,never,NA,4,school_bus,10-May,64,75,78,0,2
641,male,group B,some high school,standard,none,married,sometimes,yes,2,private,< 5,77,80,73,0,2
642,male,group B,some college,standard,completed,married,regularly,yes,3,school_bus,10-May,90,88,91,0,2
643,male,group C,bachelor's degree,standard,completed,divorced,regularly,yes,1,private,10-May,73,54,63,0,2
644,male,group B,associate's degree,standard,none,married,regularly,yes,1,private,10-May,52,44,42,0,2
645,male,group E,some college,standard,none,married,regularly,yes,1,school_bus,10-May,77,66,64,0,2
646,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,2,private,10-May,51,57,60,0,2
647,male,group D,some college,standard,completed,divorced,regularly,yes,2,school_bus,10-May,78,71,74,0,2
648,female,group E,some high school,free/reduced,completed,single,regularly,yes,6,private,< 5,67,88,80,0,2
649,male,group B,associate's degree,standard,none,single,sometimes,no,5,school_bus,> 10,77,76,73,0,2
650,female,group C,some college,standard,none,married,regularly,yes,4,school_bus,10-May,81,87,87,0,2
651,male,group C,associate's degree,standard,completed,single,never,yes,0,school_bus,< 5,77,77,74,0,2
652,male,group D,some high school,standard,none,married,regularly,NA,0,school_bus,10-May,60,58,55,0,2
653,female,group A,some college,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,56,68,60,0,2
654,female,group A,some high school,free/reduced,none,divorced,regularly,no,NA,school_bus,> 10,38,62,57,0,2
655,female,group B,high school,free/reduced,none,NA,sometimes,NA,1,school_bus,< 5,65,77,80,0,2
656,female,group C,high school,standard,completed,NA,sometimes,yes,2,school_bus,10-May,82,87,89,0,2
657,male,group C,some college,standard,none,divorced,never,yes,1,private,> 10,86,86,76,0,2
658,female,group B,some high school,free/reduced,completed,married,sometimes,yes,1,school_bus,10-May,69,84,87,0,2
659,male,group C,some high school,free/reduced,completed,married,sometimes,yes,2,school_bus,10-May,50,52,49,0,2
660,female,group D,associate's degree,standard,completed,married,regularly,yes,1,private,< 5,49,71,73,0,2
661,male,group D,high school,standard,none,married,regularly,no,4,NA,10-May,67,56,54,0,2
662,female,group C,high school,free/reduced,none,married,regularly,no,2,school_bus,> 10,33,53,48,0,2
663,female,group B,associate's degree,standard,none,single,sometimes,no,1,school_bus,10-May,64,72,73,0,2
664,female,group B,master's degree,standard,none,married,sometimes,yes,2,school_bus,10-May,89,87,92,0,2
665,male,NA,some high school,free/reduced,none,divorced,regularly,no,1,NA,> 10,81,74,67,0,2
666,male,group A,some college,standard,none,married,regularly,no,3,school_bus,10-May,76,77,72,0,2
667,male,group E,some college,free/reduced,none,divorced,sometimes,yes,1,private,10-May,76,65,61,0,2
668,female,group B,associate's degree,standard,completed,divorced,never,yes,NA,private,< 5,60,81,82,0,2
669,female,group D,some college,free/reduced,none,single,sometimes,yes,5,school_bus,< 5,47,52,54,0,2
670,female,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,1,private,> 10,49,59,70,0,2
671,male,group C,some college,free/reduced,none,widowed,regularly,yes,1,private,NA,46,50,42,0,2
672,male,NA,some college,standard,NA,single,sometimes,no,1,school_bus,10-May,58,48,45,0,2
673,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,10-May,51,48,42,0,2
674,female,group D,some high school,standard,none,single,sometimes,yes,2,private,> 10,87,92,90,0,2
675,female,group B,some college,standard,completed,married,sometimes,yes,3,private,< 5,69,79,81,0,2
676,male,group D,NA,standard,none,married,regularly,no,4,school_bus,< 5,38,41,35,0,2
677,male,group B,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,10-May,55,52,53,0,2
678,male,NA,some college,standard,none,single,sometimes,no,2,school_bus,10-May,60,61,50,0,2
679,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,10-May,88,79,82,0,2
680,male,group C,master's degree,standard,none,single,regularly,yes,2,school_bus,< 5,88,87,80,0,2
681,female,group C,some college,free/reduced,NA,married,sometimes,yes,0,school_bus,10-May,71,76,76,0,2
682,male,group D,bachelor's degree,standard,none,single,regularly,no,1,school_bus,< 5,57,41,43,0,2
684,male,group C,some college,standard,none,single,never,yes,0,school_bus,< 5,73,66,55,0,2
685,male,group D,NA,standard,none,married,sometimes,yes,2,private,> 10,94,90,86,0,2
687,male,group D,associate's degree,standard,completed,married,regularly,yes,2,private,NA,100,96,100,0,2
688,female,group A,high school,standard,completed,divorced,regularly,no,4,private,10-May,58,68,69,0,2
689,female,group C,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,74,87,77,0,2
690,male,group B,some high school,free/reduced,none,divorced,sometimes,no,7,private,NA,48,40,37,0,2
691,male,group D,master's degree,free/reduced,none,single,sometimes,yes,0,school_bus,< 5,61,64,57,0,2
692,male,group E,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,10-May,64,69,65,0,2
693,male,group B,some high school,standard,none,married,sometimes,no,3,school_bus,10-May,45,37,35,0,2
694,female,group A,some high school,free/reduced,none,single,regularly,yes,0,school_bus,< 5,36,47,52,0,2
695,female,group E,high school,standard,completed,divorced,regularly,yes,1,private,10-May,91,93,99,0,2
696,female,group C,associate's degree,free/reduced,completed,married,never,yes,0,school_bus,< 5,57,73,79,0,2
697,male,group C,high school,standard,NA,divorced,sometimes,yes,0,school_bus,10-May,61,57,55,0,2
698,male,group C,high school,free/reduced,completed,married,regularly,yes,1,NA,NA,71,70,71,0,2
699,male,group E,high school,standard,none,married,regularly,no,3,school_bus,> 10,84,83,82,0,2
700,female,NA,some college,standard,none,married,regularly,yes,3,private,10-May,77,77,87,0,2
701,male,group D,high school,free/reduced,completed,single,never,yes,4,school_bus,> 10,78,86,88,0,2
702,female,group E,high school,free/reduced,completed,divorced,sometimes,yes,1,private,< 5,64,75,74,0,2
703,female,group C,some college,standard,completed,divorced,sometimes,yes,1,school_bus,> 10,70,80,81,0,2
704,male,group C,high school,free/reduced,none,married,regularly,yes,NA,school_bus,< 5,28,36,32,0,2
705,female,group E,some college,standard,none,single,regularly,yes,1,private,< 5,65,69,70,0,2
706,male,group C,high school,standard,none,NA,regularly,yes,2,private,10-May,51,46,44,0,2
707,female,group B,associate's degree,free/reduced,none,single,regularly,yes,0,school_bus,> 10,64,79,76,0,2
708,female,group C,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,49,64,58,0,2
709,female,group E,some high school,standard,completed,married,never,yes,0,school_bus,< 5,76,78,77,0,2
710,male,group D,some college,free/reduced,completed,divorced,never,no,5,school_bus,> 10,67,57,62,0,2
711,female,group D,bachelor's degree,standard,completed,married,never,yes,7,private,10-May,81,88,90,0,2
712,female,group A,bachelor's degree,free/reduced,NA,married,sometimes,no,1,private,10-May,42,59,52,0,2
713,male,group B,high school,standard,NA,married,sometimes,no,1,school_bus,10-May,70,67,59,0,2
714,female,group D,master's degree,standard,none,single,never,yes,6,school_bus,< 5,79,89,89,0,2
715,male,group B,NA,standard,none,married,never,yes,4,private,10-May,52,48,48,0,2
716,female,group B,high school,free/reduced,none,married,regularly,yes,2,school_bus,10-May,59,75,67,0,2
717,male,group C,associate's degree,standard,completed,married,never,no,4,private,> 10,73,71,70,0,2
718,female,group D,some college,free/reduced,NA,married,sometimes,yes,4,private,< 5,31,48,52,0,2
719,female,group A,associate's degree,standard,completed,married,sometimes,no,2,school_bus,10-May,72,71,79,0,2
720,male,group D,some college,free/reduced,completed,married,sometimes,yes,4,private,10-May,65,66,65,0,2
721,male,group C,high school,standard,none,married,regularly,yes,1,private,> 10,79,75,79,0,2
722,female,group D,some college,standard,completed,single,sometimes,no,2,school_bus,> 10,85,97,100,0,2
723,female,group E,some college,free/reduced,none,divorced,sometimes,yes,0,private,> 10,73,75,69,0,2
724,female,group C,bachelor's degree,standard,completed,married,never,yes,2,private,> 10,64,79,85,0,2
725,female,group B,some college,standard,none,married,regularly,yes,2,school_bus,< 5,62,75,72,0,2
726,male,group D,high school,standard,none,single,regularly,no,5,private,< 5,67,53,53,0,2
727,female,group A,some college,standard,completed,married,sometimes,yes,0,school_bus,10-May,45,51,61,0,2
728,female,group D,associate's degree,standard,completed,single,regularly,yes,2,school_bus,10-May,79,90,93,0,2
729,female,group C,master's degree,standard,none,married,sometimes,yes,1,private,> 10,68,76,79,0,2
730,female,group D,high school,free/reduced,none,NA,sometimes,yes,1,NA,10-May,46,67,59,0,2
731,male,group A,master's degree,standard,NA,married,sometimes,yes,2,private,10-May,88,80,79,0,2
732,female,group C,NA,standard,none,divorced,sometimes,no,2,school_bus,< 5,74,77,82,0,2
733,female,group D,master's degree,standard,completed,single,regularly,yes,1,private,10-May,81,84,100,0,2
734,female,group E,NA,standard,completed,married,regularly,no,1,NA,10-May,86,92,88,0,2
735,female,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,10-May,51,56,56,0,2
