student_ID,ParentEduc,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,WritingScore,School
75,associate's degree,yes,1,private,5 to 10,63,5
76,associate's degree,yes,1,school_bus,5 to 10,93,5
77,high school,yes,0,school_bus,5 to 10,66,5
78,some college,yes,3,private,< 5,58,5
79,high school,yes,1,school_bus,< 5,67,5
80,master's degree,yes,3,school_bus,5 to 10,100,5
81,some college,yes,3,private,< 5,49,5
82,high school,yes,1,school_bus,< 5,60,5
83,bachelor's degree,yes,0,NA,5 to 10,75,5
84,some college,yes,1,school_bus,< 5,72,5
85,some high school,no,3,NA,> 10,58,5
86,high school,no,NA,private,< 5,48,5
87,some high school,yes,0,school_bus,> 10,70,5
88,some college,yes,4,school_bus,5 to 10,57,5
89,some college,yes,0,private,5 to 10,52,5
90,some high school,yes,1,school_bus,5 to 10,70,5
91,high school,no,2,private,5 to 10,64,5
92,associate's degree,yes,NA,private,5 to 10,55,5
93,some high school,yes,4,private,5 to 10,80,5
94,associate's degree,no,1,school_bus,5 to 10,90,5
95,associate's degree,yes,0,school_bus,5 to 10,72,5
96,bachelor's degree,yes,1,private,5 to 10,78,5
97,associate's degree,yes,2,private,> 10,81,5
98,bachelor's degree,no,2,private,5 to 10,54,5
100,associate's degree,no,2,private,5 to 10,73,5
101,high school,yes,2,school_bus,5 to 10,59,5
102,master's degree,yes,3,private,> 10,84,5
103,some college,no,1,private,< 5,42,5
104,bachelor's degree,yes,NA,private,< 5,77,5
105,some high school,no,3,school_bus,5 to 10,49,5
106,master's degree,yes,4,school_bus,5 to 10,77,5
107,NA,no,2,school_bus,< 5,43,5
108,associate's degree,yes,1,school_bus,> 10,66,5
109,some college,no,3,school_bus,5 to 10,60,5
110,NA,no,4,private,NA,79,5
111,some high school,yes,3,school_bus,> 10,65,5
112,some high school,no,2,school_bus,5 to 10,49,5
113,associate's degree,yes,2,school_bus,5 to 10,71,5
114,bachelor's degree,yes,2,school_bus,< 5,66,5
115,high school,yes,0,private,5 to 10,73,5
116,some high school,no,2,school_bus,5 to 10,61,5
117,associate's degree,yes,3,school_bus,5 to 10,72,5
118,bachelor's degree,no,1,private,< 5,83,5
119,some college,yes,0,school_bus,< 5,41,5
120,bachelor's degree,no,3,school_bus,5 to 10,91,5
121,associate's degree,yes,1,NA,5 to 10,80,5
122,associate's degree,yes,2,school_bus,5 to 10,78,5
123,some high school,yes,2,private,5 to 10,50,5
124,some high school,yes,3,private,< 5,47,5
126,master's degree,no,7,school_bus,< 5,89,5
127,some high school,yes,0,school_bus,5 to 10,77,5
128,master's degree,no,6,private,< 5,85,5
129,master's degree,yes,3,school_bus,< 5,87,5
130,high school,yes,NA,school_bus,5 to 10,85,5
131,high school,yes,0,school_bus,< 5,92,5
132,some high school,no,1,school_bus,< 5,64,5
133,bachelor's degree,no,1,school_bus,5 to 10,57,5
134,some high school,yes,2,private,5 to 10,65,5
135,master's degree,no,3,school_bus,5 to 10,72,5
136,high school,yes,1,school_bus,> 10,76,5
137,some high school,yes,2,private,< 5,67,5
138,some high school,yes,NA,private,5 to 10,61,5
139,master's degree,yes,2,school_bus,> 10,55,5
140,some high school,yes,1,NA,5 to 10,74,5
141,associate's degree,yes,2,school_bus,< 5,63,5
142,some college,no,1,private,< 5,87,5
143,NA,yes,2,school_bus,< 5,83,5
144,some college,yes,1,school_bus,5 to 10,64,5
145,some college,yes,1,school_bus,5 to 10,68,5
146,high school,NA,1,private,< 5,55,5
147,master's degree,yes,2,school_bus,5 to 10,79,5
148,some high school,no,2,school_bus,> 10,78,5
149,some college,yes,3,private,> 10,54,5
150,associate's degree,no,5,school_bus,> 10,72,5
152,some high school,yes,0,private,5 to 10,78,5
153,NA,no,1,private,5 to 10,62,5
154,some college,yes,2,school_bus,5 to 10,71,5
155,some college,yes,3,private,< 5,100,5
156,NA,yes,2,NA,5 to 10,83,5
157,high school,yes,1,NA,5 to 10,84,5
158,some college,yes,1,school_bus,5 to 10,75,5
159,high school,yes,1,NA,> 10,75,5
160,some high school,no,1,school_bus,> 10,61,5
161,master's degree,yes,5,school_bus,5 to 10,71,5
162,some college,yes,1,school_bus,5 to 10,69,5
163,bachelor's degree,NA,1,private,> 10,99,5
165,NA,yes,2,school_bus,> 10,57,5
166,master's degree,yes,2,school_bus,5 to 10,97,5
167,some high school,no,1,NA,5 to 10,62,5
168,associate's degree,yes,4,school_bus,> 10,83,5
170,some high school,yes,2,school_bus,> 10,63,5
171,bachelor's degree,yes,1,school_bus,5 to 10,95,5
172,master's degree,yes,1,school_bus,< 5,90,5
173,NA,yes,0,school_bus,5 to 10,87,5
174,some college,yes,2,private,5 to 10,61,5
175,high school,no,6,school_bus,5 to 10,69,5
176,high school,yes,1,NA,5 to 10,58,5
177,NA,no,2,NA,5 to 10,70,5
178,some high school,yes,3,private,< 5,72,5
179,some college,no,2,school_bus,> 10,76,5
180,some high school,yes,2,school_bus,< 5,38,5
181,some high school,yes,2,school_bus,> 10,75,5
182,high school,yes,5,private,> 10,56,5
183,bachelor's degree,yes,4,school_bus,< 5,33,5
184,some college,yes,1,school_bus,< 5,65,5
185,some college,yes,3,NA,5 to 10,73,5
186,master's degree,yes,0,private,5 to 10,60,5
187,some college,yes,3,private,> 10,79,5
188,associate's degree,yes,0,school_bus,5 to 10,94,5
189,bachelor's degree,yes,0,private,5 to 10,97,5
190,high school,yes,1,school_bus,> 10,57,5
191,some college,no,3,private,> 10,69,5
192,associate's degree,yes,3,school_bus,5 to 10,79,5
193,some college,yes,0,NA,5 to 10,35,5
194,high school,yes,4,school_bus,NA,59,5
195,some college,yes,1,school_bus,5 to 10,48,5
196,high school,yes,1,private,5 to 10,46,5
197,master's degree,yes,1,school_bus,5 to 10,58,5
198,associate's degree,yes,3,private,< 5,57,5
199,some college,no,6,NA,5 to 10,83,5
200,some high school,yes,3,school_bus,5 to 10,70,5
201,some high school,yes,5,school_bus,< 5,66,5
202,some college,no,3,private,5 to 10,62,5
203,some college,yes,2,school_bus,5 to 10,58,5
204,high school,yes,4,school_bus,< 5,58,5
206,NA,yes,1,school_bus,< 5,72,5
207,some college,NA,3,private,NA,68,5
208,some college,yes,2,private,< 5,87,5
209,master's degree,no,5,NA,> 10,77,5
210,high school,yes,3,school_bus,5 to 10,67,5
211,some college,no,5,school_bus,< 5,49,5
212,high school,yes,1,private,5 to 10,85,5
213,high school,no,2,private,< 5,78,5
214,bachelor's degree,no,NA,school_bus,5 to 10,54,5
215,associate's degree,yes,0,private,5 to 10,96,5
216,high school,yes,0,school_bus,< 5,81,5
217,some college,yes,2,private,5 to 10,41,5
218,associate's degree,no,4,school_bus,< 5,63,5
219,some college,yes,2,NA,< 5,69,5
220,high school,yes,1,private,5 to 10,81,5
221,some college,yes,3,school_bus,< 5,68,5
222,master's degree,yes,3,NA,< 5,83,5
223,high school,no,2,NA,< 5,58,5
224,master's degree,no,NA,private,5 to 10,97,5
225,some college,yes,1,school_bus,5 to 10,75,5
226,some high school,no,3,school_bus,5 to 10,70,5
227,bachelor's degree,no,4,school_bus,< 5,67,5
229,bachelor's degree,yes,3,private,> 10,65,5
230,associate's degree,yes,3,private,5 to 10,55,5
231,some high school,no,1,NA,5 to 10,72,5
232,bachelor's degree,yes,4,school_bus,> 10,96,5
233,some college,yes,2,private,5 to 10,47,5
234,bachelor's degree,yes,4,private,< 5,74,5
235,some high school,no,2,private,5 to 10,44,5
236,master's degree,yes,1,NA,> 10,56,5
238,some college,no,6,school_bus,5 to 10,79,5
239,some high school,yes,3,private,< 5,91,5
241,high school,yes,1,school_bus,5 to 10,84,5
242,NA,no,1,private,5 to 10,52,5
243,some college,yes,2,NA,< 5,51,5
244,some high school,yes,0,school_bus,5 to 10,56,5
245,some high school,yes,1,private,< 5,52,5
246,some college,yes,3,private,< 5,60,5
248,some college,yes,3,school_bus,< 5,97,5
249,associate's degree,yes,5,school_bus,5 to 10,70,5
250,associate's degree,yes,1,school_bus,< 5,59,5
251,some college,yes,NA,private,> 10,41,5
252,bachelor's degree,yes,0,NA,5 to 10,52,5
253,high school,no,2,NA,< 5,56,5
254,master's degree,yes,2,school_bus,> 10,60,5
255,NA,no,4,private,5 to 10,60,5
256,associate's degree,no,1,school_bus,5 to 10,65,5
257,associate's degree,no,2,private,> 10,71,5
258,some college,yes,4,private,5 to 10,81,5
259,associate's degree,yes,1,school_bus,> 10,83,5
260,some college,yes,2,school_bus,5 to 10,90,5
261,high school,yes,3,NA,< 5,85,5
262,some high school,no,4,private,< 5,60,5
263,associate's degree,yes,3,private,5 to 10,93,5
264,high school,yes,1,school_bus,> 10,55,5
265,some high school,no,2,school_bus,< 5,77,5
266,master's degree,yes,3,private,5 to 10,98,5
267,some college,yes,1,NA,< 5,94,5
268,master's degree,yes,NA,private,5 to 10,77,5
269,bachelor's degree,yes,3,private,5 to 10,85,5
270,some college,yes,2,private,< 5,49,5
271,some college,yes,2,NA,> 10,87,5
272,master's degree,yes,2,private,5 to 10,76,5
273,master's degree,yes,4,school_bus,5 to 10,85,5
275,some high school,yes,3,private,5 to 10,73,5
276,some college,yes,1,school_bus,5 to 10,27,5
277,master's degree,yes,3,private,> 10,85,5
278,some college,no,2,school_bus,< 5,77,5
279,high school,no,3,private,> 10,70,5
280,NA,yes,2,school_bus,5 to 10,71,5
281,some college,yes,6,school_bus,< 5,60,5
282,some college,no,3,private,< 5,89,5
283,bachelor's degree,no,2,private,5 to 10,70,5
284,some high school,yes,0,private,5 to 10,74,5
285,high school,yes,1,school_bus,< 5,80,5
286,some high school,yes,NA,NA,< 5,50,5
287,associate's degree,yes,2,NA,5 to 10,49,5
288,bachelor's degree,yes,1,private,< 5,91,5
289,some college,no,2,school_bus,5 to 10,53,5
290,high school,yes,1,school_bus,5 to 10,85,5
291,high school,no,5,school_bus,> 10,75,5
292,associate's degree,no,1,private,< 5,61,5
293,some college,yes,3,school_bus,> 10,63,5
294,some high school,no,3,private,< 5,77,5
295,high school,no,2,school_bus,< 5,74,5
296,master's degree,no,1,school_bus,5 to 10,92,5
297,bachelor's degree,no,3,school_bus,5 to 10,56,5
298,some college,yes,0,school_bus,5 to 10,79,5
299,some high school,yes,0,private,< 5,56,5
300,some college,yes,2,private,5 to 10,55,5
301,associate's degree,yes,4,school_bus,5 to 10,55,5
302,master's degree,yes,1,school_bus,< 5,69,5
303,some high school,no,1,school_bus,> 10,64,5
304,some high school,yes,2,private,5 to 10,67,5
305,NA,yes,1,school_bus,5 to 10,73,5
306,bachelor's degree,no,1,private,5 to 10,66,5
307,some college,yes,0,school_bus,< 5,29,5
308,NA,no,3,private,5 to 10,61,5
309,high school,no,2,NA,5 to 10,66,5
310,bachelor's degree,yes,1,school_bus,5 to 10,45,5
311,high school,NA,0,school_bus,> 10,54,5
312,associate's degree,no,1,school_bus,5 to 10,70,5
313,some high school,no,1,school_bus,5 to 10,54,5
314,some college,no,2,private,5 to 10,59,5
316,some college,yes,2,school_bus,> 10,67,5
317,master's degree,yes,NA,school_bus,5 to 10,69,5
318,NA,no,3,private,> 10,57,5
319,some college,no,2,school_bus,5 to 10,73,5
320,some high school,yes,1,private,< 5,84,5
321,NA,yes,1,school_bus,> 10,87,5
322,high school,no,5,school_bus,5 to 10,68,5
323,associate's degree,yes,3,school_bus,5 to 10,79,5
324,bachelor's degree,yes,3,school_bus,< 5,56,5
325,associate's degree,yes,1,school_bus,5 to 10,54,5
328,some high school,yes,0,private,5 to 10,78,5
329,some college,yes,2,private,< 5,91,5
330,associate's degree,no,5,school_bus,5 to 10,40,5
331,associate's degree,yes,0,school_bus,< 5,78,5
332,some college,yes,0,private,5 to 10,76,5
333,master's degree,yes,3,school_bus,< 5,70,5
334,high school,no,2,school_bus,5 to 10,74,5
335,some high school,yes,NA,school_bus,< 5,71,5
337,some college,yes,5,private,< 5,73,5
338,master's degree,yes,3,private,< 5,67,5
339,associate's degree,yes,3,private,< 5,83,5
340,associate's degree,yes,NA,school_bus,5 to 10,52,5
342,some high school,yes,1,private,5 to 10,64,5
343,master's degree,no,3,private,5 to 10,63,5
344,some college,yes,2,school_bus,5 to 10,73,5
345,some high school,yes,NA,private,> 10,70,5
346,some college,yes,0,school_bus,> 10,67,5
347,bachelor's degree,no,2,private,5 to 10,58,5
348,some college,yes,2,school_bus,5 to 10,100,5
349,some high school,no,1,NA,< 5,71,5
350,some college,no,1,private,5 to 10,60,5
351,associate's degree,yes,3,private,5 to 10,68,5
352,some college,yes,0,school_bus,< 5,77,5
353,associate's degree,yes,1,school_bus,5 to 10,42,5
354,high school,yes,0,private,5 to 10,42,5
355,some high school,no,1,NA,5 to 10,59,5
356,some college,yes,2,private,< 5,57,5
357,associate's degree,yes,1,NA,< 5,61,5
358,some high school,yes,1,school_bus,5 to 10,54,5
359,high school,yes,3,private,> 10,64,5
360,bachelor's degree,yes,1,private,< 5,100,5
361,associate's degree,no,1,private,5 to 10,83,5
362,high school,yes,1,NA,< 5,49,5
363,some college,yes,4,private,5 to 10,65,5
364,high school,yes,3,school_bus,5 to 10,66,5
365,high school,yes,NA,private,5 to 10,65,5
366,associate's degree,yes,0,private,< 5,73,5
367,master's degree,no,1,private,5 to 10,90,5
368,high school,yes,1,private,5 to 10,66,5
370,some college,yes,1,NA,< 5,39,5
371,some college,yes,1,school_bus,5 to 10,63,5
372,high school,yes,1,private,> 10,89,5
373,high school,yes,2,private,< 5,90,5
374,bachelor's degree,yes,2,school_bus,> 10,86,5
375,master's degree,yes,1,NA,5 to 10,83,5
377,master's degree,yes,1,NA,< 5,92,5
378,master's degree,yes,3,private,< 5,73,5
379,associate's degree,no,2,private,< 5,83,5
380,high school,yes,0,private,< 5,62,5
381,some high school,yes,0,school_bus,5 to 10,53,5
382,some high school,no,1,school_bus,> 10,75,5
383,associate's degree,yes,1,school_bus,5 to 10,83,5
384,some high school,yes,0,NA,5 to 10,53,5
385,NA,yes,NA,school_bus,> 10,74,5
386,some high school,no,3,private,5 to 10,77,5
387,some high school,no,4,school_bus,5 to 10,76,5
388,some college,no,1,school_bus,< 5,63,5
389,associate's degree,no,2,school_bus,5 to 10,59,5
390,high school,yes,2,private,5 to 10,65,5
391,associate's degree,yes,2,school_bus,< 5,58,5
392,bachelor's degree,no,3,private,> 10,100,5
393,high school,yes,2,private,> 10,73,5
394,some high school,NA,3,school_bus,< 5,75,5
395,master's degree,yes,2,school_bus,5 to 10,83,5
396,NA,no,4,private,5 to 10,66,5
397,some college,yes,1,private,> 10,100,5
398,bachelor's degree,no,2,school_bus,5 to 10,74,5
399,some high school,yes,1,private,5 to 10,81,5
400,associate's degree,yes,3,school_bus,> 10,84,5
401,some college,no,5,private,NA,60,5
402,high school,yes,1,school_bus,5 to 10,69,5
403,high school,no,7,school_bus,5 to 10,60,5
404,associate's degree,yes,3,school_bus,< 5,63,5
405,some high school,no,2,private,5 to 10,60,5
406,bachelor's degree,yes,1,school_bus,> 10,71,5
407,some high school,yes,3,school_bus,< 5,78,5
408,bachelor's degree,no,2,school_bus,5 to 10,78,5
409,some high school,yes,4,school_bus,5 to 10,50,5
410,some college,yes,0,school_bus,< 5,62,5
411,some college,no,3,NA,5 to 10,63,5
412,associate's degree,yes,4,private,5 to 10,100,5
413,bachelor's degree,yes,1,school_bus,5 to 10,73,5
414,bachelor's degree,yes,2,school_bus,5 to 10,69,5
415,associate's degree,no,1,private,< 5,52,5
416,associate's degree,no,2,private,5 to 10,87,5
418,associate's degree,yes,1,school_bus,5 to 10,64,5
419,high school,no,2,school_bus,5 to 10,75,5
420,high school,yes,1,private,< 5,61,5
421,bachelor's degree,yes,1,school_bus,< 5,75,5
422,bachelor's degree,yes,0,school_bus,5 to 10,72,5
423,high school,no,3,school_bus,NA,61,5
424,some high school,yes,0,school_bus,< 5,47,5
425,high school,yes,4,school_bus,< 5,27,5
426,some high school,yes,2,school_bus,5 to 10,63,5
427,bachelor's degree,yes,4,school_bus,5 to 10,90,5
428,some college,no,4,school_bus,< 5,45,5
429,some high school,no,1,private,5 to 10,94,5
430,high school,no,1,school_bus,5 to 10,67,5
431,some high school,yes,3,private,5 to 10,64,5
432,associate's degree,yes,1,school_bus,< 5,61,5
433,associate's degree,yes,3,school_bus,< 5,61,5
434,high school,no,1,school_bus,> 10,68,5
435,high school,yes,0,private,5 to 10,57,5
436,associate's degree,no,1,school_bus,5 to 10,83,5
437,some college,yes,3,NA,> 10,83,5
438,some high school,no,NA,school_bus,> 10,36,5
440,associate's degree,yes,NA,private,> 10,57,5
441,high school,yes,2,school_bus,< 5,65,5
442,associate's degree,yes,1,private,5 to 10,62,5
443,high school,yes,6,school_bus,< 5,71,5
444,bachelor's degree,yes,4,private,> 10,94,5
445,some high school,yes,2,NA,5 to 10,69,5
446,high school,yes,3,private,> 10,75,5
447,some college,yes,0,school_bus,5 to 10,68,5
448,high school,no,2,private,5 to 10,78,5
449,associate's degree,no,2,school_bus,5 to 10,72,5
450,high school,yes,2,private,5 to 10,80,5
451,associate's degree,yes,1,private,5 to 10,70,5
452,some college,no,2,school_bus,> 10,86,5
453,some high school,yes,3,school_bus,> 10,80,5
454,some high school,yes,4,school_bus,NA,43,5
455,bachelor's degree,yes,0,school_bus,5 to 10,74,5
456,bachelor's degree,yes,2,school_bus,5 to 10,54,5
457,associate's degree,yes,1,private,5 to 10,36,5
458,high school,yes,2,school_bus,> 10,70,5
460,associate's degree,no,2,private,< 5,81,5
461,some college,yes,1,private,< 5,69,5
462,NA,yes,4,private,5 to 10,68,5
463,bachelor's degree,no,4,private,< 5,47,5
464,high school,yes,3,private,5 to 10,72,5
465,some high school,yes,3,private,5 to 10,64,5
466,bachelor's degree,yes,3,private,> 10,20,5
467,some high school,no,7,school_bus,5 to 10,56,5
468,high school,yes,0,school_bus,5 to 10,71,5
469,high school,yes,4,private,< 5,58,5
470,associate's degree,no,4,school_bus,> 10,72,5
471,high school,no,2,school_bus,< 5,44,5
472,some high school,yes,1,school_bus,5 to 10,75,5
473,some college,yes,3,school_bus,< 5,97,5
474,master's degree,yes,2,school_bus,< 5,88,5
475,associate's degree,yes,2,school_bus,5 to 10,96,5
476,associate's degree,no,1,school_bus,< 5,87,5
477,NA,no,1,private,< 5,39,5
478,high school,NA,0,school_bus,5 to 10,34,5
480,some high school,yes,0,school_bus,< 5,21,5
481,master's degree,no,4,private,5 to 10,46,5
482,bachelor's degree,yes,1,NA,> 10,77,5
483,NA,yes,1,NA,< 5,79,5
484,NA,yes,2,school_bus,5 to 10,49,5
485,master's degree,yes,5,private,5 to 10,72,5
486,bachelor's degree,yes,4,private,5 to 10,77,5
487,bachelor's degree,yes,2,private,NA,95,5
488,associate's degree,yes,4,private,5 to 10,67,5
489,some high school,no,3,private,< 5,68,5
490,some high school,yes,0,school_bus,5 to 10,39,5
491,high school,yes,4,private,5 to 10,64,5
492,associate's degree,no,2,private,5 to 10,79,5
493,some high school,yes,5,school_bus,5 to 10,44,5
494,associate's degree,yes,1,private,NA,81,5
495,some college,yes,2,NA,< 5,25,5
496,high school,no,2,NA,> 10,62,5
497,some high school,yes,0,school_bus,< 5,95,5
498,some college,yes,NA,private,> 10,51,5
